CASE_NUMBER,council_member,vote
C14-2016-0063.SH,CM_3,YES
C14-2016-0063.SH,CM_4,YES
C14-2016-0063.SH,CM_5,YES
C14-2016-0063.SH,CM_6,YES
C14-2016-0063.SH,CM_7,YES
C14-2016-0063.SH,CM_8,YES
C14-2016-0063.SH,CM_9,YES
C14-2016-0063.SH,CM_10,YES
C14-2016-0064,Mayor,YES
C14-2016-0064,CM_1,YES
C14-2016-0064,CM_2,YES
C14-2016-0064,CM_3,YES
C14-2016-0064,CM_4,YES
C14-2016-0064,CM_5,YES
C14-2016-0064,CM_6,YES
C14-2016-0064,CM_7,YES
C14-2016-0064,CM_8,YES
C14-2016-0064,CM_9,YES
C14-2016-0064,CM_10,NO
C14-2016-0077,Mayor,NO
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,NO
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,YES
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,NO
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,YES
C14-2016-0077,CM_1,NO
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,NO
C14-2016-0077,Mayor,NO
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,NO
C14-2016-0077,CM_6,NO
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,YES
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,NO
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,NO
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,NO
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,NO
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,NO
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,YES
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,NO
C14-2016-0077,CM_10,YES
C14-2016-0077,Mayor,NO
C14-2016-0077,CM_1,YES
C14-2016-0077,CM_2,YES
C14-2016-0077,CM_3,YES
C14-2016-0077,CM_4,YES
C14-2016-0077,CM_5,YES
C14-2016-0077,CM_6,YES
C14-2016-0077,CM_7,YES
C14-2016-0077,CM_8,YES
C14-2016-0077,CM_9,YES
C14-2016-0077,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0079,Mayor,YES
C14-2016-0079,CM_1,YES
C14-2016-0079,CM_2,YES
C14-2016-0079,CM_3,YES
C14-2016-0079,CM_4,YES
C14-2016-0079,CM_5,YES
C14-2016-0079,CM_6,YES
C14-2016-0079,CM_7,YES
C14-2016-0079,CM_8,YES
C14-2016-0079,CM_9,YES
C14-2016-0079,CM_10,YES
C14-2016-0096,Mayor,NO
C14-2016-0096,CM_1,YES
C14-2016-0096,CM_2,YES
C14-2016-0096,CM_3,YES
C14-2016-0096,CM_4,YES
C14-2016-0096,CM_5,YES
C14-2016-0096,CM_6,YES
C14-2016-0096,CM_7,NO
C14-2016-0096,CM_8,YES
C14-2016-0096,CM_9,NO
C14-2016-0096,CM_10,YES
C14-2016-0096,Mayor,YES
C14-2016-0096,CM_1,NO
C14-2016-0096,CM_2,YES
C14-2016-0096,CM_3,YES
C14-2016-0096,CM_4,YES
C14-2016-0096,CM_5,YES
C14-2016-0096,CM_6,YES
C14-2016-0096,CM_7,YES
C14-2016-0096,CM_8,NO
C14-2016-0096,CM_9,NO
C14-2016-0096,CM_10,YES
C14-2016-0096,Mayor,YES
C14-2016-0096,CM_1,NO
C14-2016-0096,CM_2,YES
C14-2016-0096,CM_3,YES
C14-2016-0096,CM_4,YES
C14-2016-0096,CM_5,YES
C14-2016-0096,CM_6,YES
C14-2016-0096,CM_7,NO
C14-2016-0096,CM_8,YES
C14-2016-0096,CM_9,NO
C14-2016-0096,CM_10,YES
C14-2016-0096,Mayor,YES
C14-2016-0096,CM_1,NO
C14-2016-0096,CM_2,YES
C14-2016-0096,CM_3,YES
C14-2016-0096,CM_4,YES
C14-2016-0096,CM_5,YES
C14-2016-0096,CM_6,NO
C14-2016-0096,CM_7,YES
C14-2016-0096,CM_8,YES
C14-2016-0096,CM_9,YES
C14-2016-0096,CM_10,YES
C14-2016-0096,Mayor,YES
C14-2016-0096,CM_1,YES
C14-2016-0096,CM_2,YES
C14-2016-0096,CM_3,NO
C14-2016-0096,CM_4,YES
C14-2016-0096,CM_5,YES
C14-2016-0096,CM_6,YES
C14-2016-0096,CM_7,YES
C14-2016-0096,CM_8,YES
C14-2016-0096,CM_9,NO
C14-2016-0096,CM_10,YES
C14-2016-0125,Mayor,YES
C14-2016-0125,CM_1,YES
C14-2016-0125,CM_2,NO
C14-2016-0125,CM_3,YES
C14-2016-0125,CM_4,YES
C14-2016-0125,CM_5,YES
C14-2016-0125,CM_6,YES
C14-2016-0125,CM_7,YES
C14-2016-0125,CM_8,YES
C14-2016-0125,CM_9,YES
C14-2016-0125,CM_10,YES
C14-2016-0125,Mayor,YES
C14-2016-0125,CM_1,YES
C14-2016-0125,CM_2,YES
C14-2016-0125,CM_3,YES
C14-2016-0125,CM_4,YES
C14-2016-0125,CM_5,YES
C14-2016-0125,CM_6,YES
C14-2016-0125,CM_7,NO
C14-2016-0125,CM_8,YES
C14-2016-0125,CM_9,NO
C14-2016-0125,CM_10,YES
C14-2016-0125,Mayor,NO
C14-2016-0125,CM_1,YES
C14-2016-0125,CM_2,NO
C14-2016-0125,CM_3,YES
C14-2016-0125,CM_4,YES
C14-2016-0125,CM_5,YES
C14-2016-0125,CM_6,YES
C14-2016-0125,CM_7,NO
C14-2016-0125,CM_8,YES
C14-2016-0125,CM_9,YES
C14-2016-0125,CM_10,YES
C14-2017-0052,Mayor,NO
C14-2017-0052,CM_1,YES
C14-2017-0052,CM_2,NO
C14-2017-0052,CM_3,YES
C14-2017-0052,CM_4,YES
C14-2017-0052,CM_5,YES
C14-2017-0052,CM_6,YES
C14-2017-0052,CM_7,YES
C14-2017-0052,CM_8,YES
C14-2017-0052,CM_9,YES
C14-2017-0052,CM_10,YES
C14-2017-0052,Mayor,YES
C14-2017-0052,CM_1,YES
C14-2017-0052,CM_2,YES
C14-2017-0052,CM_3,YES
C14-2017-0052,CM_4,YES
C14-2017-0052,CM_5,NO
C14-2017-0052,CM_6,YES
C14-2017-0052,CM_7,YES
C14-2017-0052,CM_8,YES
C14-2017-0052,CM_9,YES
C14-2017-0052,CM_10,YES
C14-2017-0074,Mayor,NO
C14-2017-0074,CM_1,YES
C14-2017-0074,CM_2,YES
C14-2017-0074,CM_3,YES
C14-2017-0074,CM_4,NO
C14-2017-0074,CM_5,YES
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,YES
C14-2017-0074,CM_8,YES
C14-2017-0074,CM_9,YES
C14-2017-0074,CM_10,YES
C14-2017-0074,Mayor,YES
C14-2017-0074,CM_1,YES
C14-2017-0074,CM_2,YES
C14-2017-0074,CM_3,YES
C14-2017-0074,CM_4,YES
C14-2017-0074,CM_5,YES
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,YES
C14-2017-0074,CM_8,NO
C14-2017-0074,CM_9,NO
C14-2017-0074,CM_10,NO
C14-2017-0074,Mayor,YES
C14-2017-0074,CM_1,YES
C14-2017-0074,CM_2,NO
C14-2017-0074,CM_3,YES
C14-2017-0074,CM_4,NO
C14-2017-0074,CM_5,NO
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,YES
C14-2017-0074,CM_8,YES
C14-2017-0074,CM_9,YES
C14-2017-0074,CM_10,YES
C14-2017-0074,Mayor,YES
C14-2017-0074,CM_1,NO
C14-2017-0074,CM_2,NO
C14-2017-0074,CM_3,YES
C14-2017-0074,CM_4,YES
C14-2017-0074,CM_5,YES
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,YES
C14-2017-0074,CM_8,YES
C14-2017-0074,CM_9,NO
C14-2017-0074,CM_10,YES
C14-2017-0074,Mayor,YES
C14-2017-0074,CM_1,YES
C14-2017-0074,CM_2,NO
C14-2017-0074,CM_3,YES
C14-2017-0074,CM_4,YES
C14-2017-0074,CM_5,YES
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,NO
C14-2017-0074,CM_8,YES
C14-2017-0074,CM_9,NO
C14-2017-0074,CM_10,YES
C14-2017-0074,Mayor,YES
C14-2017-0074,CM_1,NO
C14-2017-0074,CM_2,YES
C14-2017-0074,CM_3,NO
C14-2017-0074,CM_4,YES
C14-2017-0074,CM_5,YES
C14-2017-0074,CM_6,YES
C14-2017-0074,CM_7,NO
C14-2017-0074,CM_8,YES
C14-2017-0074,CM_9,YES
C14-2017-0074,CM_10,YES
C14-2017-0092,Mayor,YES
C14-2017-0092,CM_1,NO
C14-2017-0092,CM_2,YES
C14-2017-0092,CM_3,YES
C14-2017-0092,CM_4,YES
C14-2017-0092,CM_5,NO
C14-2017-0092,CM_6,YES
C14-2017-0092,CM_7,YES
C14-2017-0092,CM_8,NO
C14-2017-0092,CM_9,YES
C14-2017-0092,CM_10,YES
C14-2017-0092,Mayor,YES
C14-2017-0092,CM_1,YES
C14-2017-0092,CM_2,YES
C14-2017-0092,CM_3,YES
C14-2017-0092,CM_4,NO
C14-2017-0092,CM_5,YES
C14-2017-0092,CM_6,YES
C14-2017-0092,CM_7,YES
C14-2017-0092,CM_8,YES
C14-2017-0092,CM_9,YES
C14-2017-0092,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0094,Mayor,YES
C14-2017-0094,CM_1,YES
C14-2017-0094,CM_2,YES
C14-2017-0094,CM_3,YES
C14-2017-0094,CM_4,YES
C14-2017-0094,CM_5,YES
C14-2017-0094,CM_6,YES
C14-2017-0094,CM_7,YES
C14-2017-0094,CM_8,YES
C14-2017-0094,CM_9,YES
C14-2017-0094,CM_10,YES
C14-2017-0098,Mayor,YES
C14-2017-0098,CM_1,YES
C14-2017-0098,CM_2,NO
C14-2017-0098,CM_3,YES
C14-2017-0098,CM_4,NO
C14-2017-0098,CM_5,YES
C14-2017-0098,CM_6,YES
C14-2017-0098,CM_7,YES
C14-2017-0098,CM_8,YES
C14-2017-0098,CM_9,YES
C14-2017-0098,CM_10,YES
C14-2017-0098,Mayor,NO
C14-2017-0098,CM_1,YES
C14-2017-0098,CM_2,YES
C14-2017-0098,CM_3,YES
C14-2017-0098,CM_4,YES
C14-2017-0098,CM_5,YES
C14-2017-0098,CM_6,YES
C14-2017-0098,CM_7,YES
C14-2017-0098,CM_8,NO
C14-2017-0098,CM_9,YES
C14-2017-0098,CM_10,YES
C14-2017-0098,Mayor,NO
C14-2017-0098,CM_1,YES
C14-2017-0098,CM_2,YES
C14-2017-0098,CM_3,YES
C14-2017-0098,CM_4,YES
C14-2017-0098,CM_5,YES
C14-2017-0098,CM_6,YES
C14-2017-0098,CM_7,YES
C14-2017-0098,CM_8,YES
C14-2017-0098,CM_9,NO
C14-2017-0098,CM_10,YES
C14-2017-0123,Mayor,YES
C14-2017-0123,CM_1,YES
C14-2017-0123,CM_2,YES
C14-2017-0123,CM_3,YES
C14-2017-0123,CM_4,YES
C14-2017-0123,CM_5,YES
C14-2017-0123,CM_6,YES
C14-2017-0123,CM_7,NO
C14-2017-0123,CM_8,YES
C14-2017-0123,CM_9,YES
C14-2017-0123,CM_10,YES
C14-2017-0123,Mayor,YES
C14-2017-0123,CM_1,YES
C14-2017-0123,CM_2,NO
C14-2017-0123,CM_3,NO
C14-2017-0123,CM_4,YES
C14-2017-0123,CM_5,YES
C14-2017-0123,CM_6,YES
C14-2017-0123,CM_7,YES
C14-2017-0123,CM_8,YES
C14-2017-0123,CM_9,YES
C14-2017-0123,CM_10,NO
C14-2017-0123,Mayor,YES
C14-2017-0123,CM_1,YES
C14-2017-0123,CM_2,YES
C14-2017-0123,CM_3,YES
C14-2017-0123,CM_4,YES
C14-2017-0123,CM_5,YES
C14-2017-0123,CM_6,YES
C14-2017-0123,CM_7,YES
C14-2017-0123,CM_8,NO
C14-2017-0123,CM_9,YES
C14-2017-0123,CM_10,YES
C14-2017-0123,Mayor,YES
C14-2017-0123,CM_1,YES
C14-2017-0123,CM_2,YES
C14-2017-0123,CM_3,YES
C14-2017-0123,CM_4,YES
C14-2017-0123,CM_5,YES
C14-2017-0123,CM_6,NO
C14-2017-0123,CM_7,YES
C14-2017-0123,CM_8,YES
C14-2017-0123,CM_9,YES
C14-2017-0123,CM_10,YES
C14-2018-0002,Mayor,YES
C14-2018-0002,CM_1,YES
C14-2018-0002,CM_2,YES
C14-2018-0002,CM_3,YES
C14-2018-0002,CM_4,YES
C14-2018-0002,CM_5,YES
C14-2018-0002,CM_6,YES
C14-2018-0002,CM_7,YES
C14-2018-0002,CM_8,YES
C14-2018-0002,CM_9,NO
C14-2018-0002,CM_10,YES
C14-2018-0002,Mayor,YES
C14-2018-0002,CM_1,YES
C14-2018-0002,CM_2,YES
C14-2018-0002,CM_3,NO
C14-2018-0002,CM_4,YES
C14-2018-0002,CM_5,YES
C14-2018-0002,CM_6,YES
C14-2018-0002,CM_7,YES
C14-2018-0002,CM_8,YES
C14-2018-0002,CM_9,YES
C14-2018-0002,CM_10,YES
C14-2018-0002,Mayor,NO
C14-2018-0002,CM_1,YES
C14-2018-0002,CM_2,YES
C14-2018-0002,CM_3,YES
C14-2018-0002,CM_4,YES
C14-2018-0002,CM_5,YES
C14-2018-0002,CM_6,YES
C14-2018-0002,CM_7,YES
C14-2018-0002,CM_8,YES
C14-2018-0002,CM_9,YES
C14-2018-0002,CM_10,YES
C14-2018-0077,Mayor,YES
C14-2018-0077,CM_1,YES
C14-2018-0077,CM_2,YES
C14-2018-0077,CM_3,YES
C14-2018-0077,CM_4,YES
C14-2018-0077,CM_5,NO
C14-2018-0077,CM_6,NO
C14-2018-0077,CM_7,YES
C14-2018-0077,CM_8,YES
C14-2018-0077,CM_9,YES
C14-2018-0077,CM_10,YES
C14-2018-0077,Mayor,NO
C14-2018-0077,CM_1,YES
C14-2018-0077,CM_2,NO
C14-2018-0077,CM_3,YES
C14-2018-0077,CM_4,YES
C14-2018-0077,CM_5,YES
C14-2018-0077,CM_6,YES
C14-2018-0077,CM_7,YES
C14-2018-0077,CM_8,YES
C14-2018-0077,CM_9,YES
C14-2018-0077,CM_10,YES
C14-2018-0077,Mayor,YES
C14-2018-0077,CM_1,YES
C14-2018-0077,CM_2,YES
C14-2018-0077,CM_3,YES
C14-2018-0077,CM_4,NO
C14-2018-0077,CM_5,YES
C14-2018-0077,CM_6,YES
C14-2018-0077,CM_7,YES
C14-2018-0077,CM_8,YES
C14-2018-0077,CM_9,YES
C14-2018-0077,CM_10,YES
C14-2018-0077,Mayor,YES
C14-2018-0077,CM_1,YES
C14-2018-0077,CM_2,YES
C14-2018-0077,CM_3,YES
C14-2018-0077,CM_4,NO
C14-2018-0077,CM_5,YES
C14-2018-0077,CM_6,YES
C14-2018-0077,CM_7,NO
C14-2018-0077,CM_8,NO
C14-2018-0077,CM_9,YES
C14-2018-0077,CM_10,YES
C14-2018-0093,Mayor,YES
C14-2018-0093,CM_1,NO
C14-2018-0093,CM_2,NO
C14-2018-0093,CM_3,YES
C14-2018-0093,CM_4,NO
C14-2018-0093,CM_5,YES
C14-2018-0093,CM_6,YES
C14-2018-0093,CM_7,YES
C14-2018-0093,CM_8,YES
C14-2018-0093,CM_9,YES
C14-2018-0093,CM_10,YES
C14-2018-0093,Mayor,NO
C14-2018-0093,CM_1,YES
C14-2018-0093,CM_2,NO
C14-2018-0093,CM_3,YES
C14-2018-0093,CM_4,NO
C14-2018-0093,CM_5,YES
C14-2018-0093,CM_6,YES
C14-2018-0093,CM_7,YES
C14-2018-0093,CM_8,YES
C14-2018-0093,CM_9,YES
C14-2018-0093,CM_10,YES
C14-2018-0096,Mayor,YES
C14-2018-0096,CM_1,YES
C14-2018-0096,CM_2,YES
C14-2018-0096,CM_3,YES
C14-2018-0096,CM_4,NO
C14-2018-0096,CM_5,YES
C14-2018-0096,CM_6,YES
C14-2018-0096,CM_7,YES
C14-2018-0096,CM_8,NO
C14-2018-0096,CM_9,NO
C14-2018-0096,CM_10,YES
C14-2018-0100.SH,Mayor,YES
C14-2018-0100.SH,CM_1,YES
C14-2018-0100.SH,CM_2,YES
C14-2018-0100.SH,CM_3,YES
C14-2018-0100.SH,CM_4,YES
C14-2018-0100.SH,CM_5,YES
C14-2018-0100.SH,CM_6,YES
C14-2018-0100.SH,CM_7,YES
C14-2018-0100.SH,CM_8,YES
C14-2018-0100.SH,CM_9,YES
C14-2018-0100.SH,CM_10,YES
C14-2018-0124,Mayor,YES
C14-2018-0124,CM_1,NO
C14-2018-0124,CM_2,YES
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,NO
C14-2018-0124,CM_7,YES
