CASE_NUMBER,EDIMS_URL,STAFF_RECOMMENDATION
C14-2008-0001,https://services.austintexas.gov/edims/document.cfm?idx=-2683050024148699604,Approval
C14-01-0035,https://services.austintexas.gov/edims/document.cfm?idx=6547994984911955074,Approval
C14-06-0024,https://services.austintexas.gov/edims/document.cfm?idx=-4512747291298716624,Approval
C14-88-0048,https://services.austintexas.gov/edims/document.cfm?idx=6781273589091710501,Approval
C14-05-0112(RCA2),https://services.austintexas.gov/edims/document.cfm?idx=-789227851467845807,Disapproval
C14-98-0236,https://services.austintexas.gov/edims/document.cfm?idx=-6655176449628050623,Approval
C14-96-0124,https://services.austintexas.gov/edims/document.cfm?idx=4718730014240044125,Approval
C14-04-0016,https://services.austintexas.gov/edims/document.cfm?idx=-5422778833929266770,Approval
C14-2020-0146,https://services.austintexas.gov/edims/document.cfm?idx=-6968386947470603059,Approval
C14-99-2141,https://services.austintexas.gov/edims/document.cfm?idx=-6181540432813091174,Approval
C14-2009-0015,https://services.austintexas.gov/edims/document.cfm?idx=-2794215759700829932,Approval
C14-04-0142,https://services.austintexas.gov/edims/document.cfm?idx=7949499218271902722,Approval
C14-02-0027,https://services.austintexas.gov/edims/document.cfm?idx=-3980313220093714879,Approval
C14-07-0019,https://services.austintexas.gov/edims/document.cfm?idx=-437533890730827881,Approval
C14-2025-0106,https://services.austintexas.gov/edims/document.cfm?idx=-4736249819929504748,Approval
C14-2012-0080,https://services.austintexas.gov/edims/document.cfm?idx=-7112105296081371723,Disapproval
C14-2015-0133,https://services.austintexas.gov/edims/document.cfm?idx=8591700603624332542,Approval
C14-07-0021,https://services.austintexas.gov/edims/document.cfm?idx=-9194850881371292625,Approval
C14-01-0058,https://services.austintexas.gov/edims/document.cfm?idx=383780850426310137,Approval
C14-2011-0123,https://services.austintexas.gov/edims/document.cfm?idx=-3371897418685144555,Approval
C14-04-0140,https://services.austintexas.gov/edims/document.cfm?idx=2451294515895927550,Approval
C14-2014-0173,https://services.austintexas.gov/edims/document.cfm?idx=1689174499750556084,Approval
C14-2007-0229,https://services.austintexas.gov/edims/document.cfm?idx=7275471784090346325,Approval
C14-2021-0021,https://services.austintexas.gov/edims/document.cfm?idx=-7476534939810068086,Approval
C14-2017-0078,https://services.austintexas.gov/edims/document.cfm?idx=-40467184581121478,Approval
C14-2010-0009,https://services.austintexas.gov/edims/document.cfm?idx=-8579419907108219520,Approval
C14-05-0049,https://services.austintexas.gov/edims/document.cfm?idx=-1087442024548098147,Approval
C14-2020-0070,https://services.austintexas.gov/edims/document.cfm?idx=859710514812894120,Approval
C14-97-0122,https://services.austintexas.gov/edims/document.cfm?idx=8652751369537003879,Approval
C14-88-0054,https://services.austintexas.gov/edims/document.cfm?idx=-6600633863620774395,Approval
C14-2018-0078,https://services.austintexas.gov/edims/document.cfm?idx=476225734205780652,Approval
C14-2019-0053,https://services.austintexas.gov/edims/document.cfm?idx=1520496971233658657,Approval
C14-2007-0007.01,https://services.austintexas.gov/edims/document.cfm?idx=-2056311808374296894,Approval
C14-87-136,https://services.austintexas.gov/edims/document.cfm?idx=-6160199682471359804,Approval
C14-04-0181.SH(RCA),https://services.austintexas.gov/edims/document.cfm?idx=1493291446857941165,Approval
C14-2023-0103,https://services.austintexas.gov/edims/document.cfm?idx=9131631638515240782,Approval
C14-2007-0079,https://services.austintexas.gov/edims/document.cfm?idx=-6673784094026515751,Approval
C14-2018-0071,https://services.austintexas.gov/edims/document.cfm?idx=8519465852293021302,Approval
C14-2012-0038,https://services.austintexas.gov/edims/document.cfm?idx=-5161802881597111263,Approval
C14-02-0079,https://services.austintexas.gov/edims/document.cfm?idx=-2641239197161611070,Approval
C14-07-0003,https://services.austintexas.gov/edims/document.cfm?idx=-685902335341024017,Approval
C14-03-0043,https://services.austintexas.gov/edims/document.cfm?idx=1184986184274664136,Approval
C14-2019-0016,https://services.austintexas.gov/edims/document.cfm?idx=-8017170240115889629,Approval
C14-2021-0041,https://services.austintexas.gov/edims/document.cfm?idx=-4456260926759142531,Approval
C14-00-2017,https://services.austintexas.gov/edims/document.cfm?idx=2710108551124111605,Approval
C14-95-0091,https://services.austintexas.gov/edims/document.cfm?idx=-4402901864447642509,Approval
C14-2024-0055,https://services.austintexas.gov/edims/document.cfm?idx=-7389996166912003267,Approval
C14-2023-0116,https://services.austintexas.gov/edims/document.cfm?idx=-4781087518341162376,Approval
C14-96-0106,https://services.austintexas.gov/edims/document.cfm?idx=-4247147616953267466,Approval
C14-2008-0019.001,https://services.austintexas.gov/edims/document.cfm?idx=-3024858699080951085,Disapproval
C14-2026-0004,https://services.austintexas.gov/edims/document.cfm?idx=-3196035379326328434,Approval
C14-2024-0041,https://services.austintexas.gov/edims/document.cfm?idx=-7282317886036116051,Approval
C14-2022-0148,https://services.austintexas.gov/edims/document.cfm?idx=-9043908236358279094,Approval
C14-99-0062,https://services.austintexas.gov/edims/document.cfm?idx=-4112104382708841706,Approval
C14-2008-0155,https://services.austintexas.gov/edims/document.cfm?idx=864481724780178099,Approval
C14-2012-0024,https://services.austintexas.gov/edims/document.cfm?idx=-2613856915262240934,Disapproval
C14-2017-0121,https://services.austintexas.gov/edims/document.cfm?idx=3941148405767375745,Approval
C14-2024-0164,https://services.austintexas.gov/edims/document.cfm?idx=5823449211848425902,Disapproval
C14-95-0174,https://services.austintexas.gov/edims/document.cfm?idx=-6123914832444414452,Disapproval
C14-89-0023,https://services.austintexas.gov/edims/document.cfm?idx=8782988895651289163,Approval
C14-05-0005,https://services.austintexas.gov/edims/document.cfm?idx=1144942214413342185,Approval
C14-97-0114,https://services.austintexas.gov/edims/document.cfm?idx=4233809900292890519,Approval
C14-05-0088,https://services.austintexas.gov/edims/document.cfm?idx=5453940483264659845,Approval
C14-02-0087,https://services.austintexas.gov/edims/document.cfm?idx=-4467579828162720251,Approval
C14-2018-0058,https://services.austintexas.gov/edims/document.cfm?idx=-1495138798430617598,Approval
C14-2022-0070,https://services.austintexas.gov/edims/document.cfm?idx=4675589587547174156,Approval
C14-96-0144,https://services.austintexas.gov/edims/document.cfm?idx=5147989491270930274,Approval
C14-2012-0068,https://services.austintexas.gov/edims/document.cfm?idx=1382204341778857519,Approval
C14-2020-0024,https://services.austintexas.gov/edims/document.cfm?idx=-59091114006685917,Approval
C14-2024-0035,https://services.austintexas.gov/edims/document.cfm?idx=4324359435599365596,Approval
C14-2013-0034,https://services.austintexas.gov/edims/document.cfm?idx=-65997163879406925,Approval
C14-98-0107,https://services.austintexas.gov/edims/document.cfm?idx=7897477783929789609,Approval
C14-2014-0178,https://services.austintexas.gov/edims/document.cfm?idx=1038683105472538697,Approval
C14-2013-0070,https://services.austintexas.gov/edims/document.cfm?idx=-4833777557573877874,Approval
C14-2021-0136,https://services.austintexas.gov/edims/document.cfm?idx=-4825705732684166594,Approval
C14-2018-0081,https://services.austintexas.gov/edims/document.cfm?idx=-6778823510244536902,Approval
C14-88-0049,https://services.austintexas.gov/edims/document.cfm?idx=-5668742068306900845,Approval
C14-05-0053,https://services.austintexas.gov/edims/document.cfm?idx=2249242764740867452,Approval
C14-2018-0146,https://services.austintexas.gov/edims/document.cfm?idx=3353084126844118113,Approval
C14-2013-0076,https://services.austintexas.gov/edims/document.cfm?idx=514181902223298769,Approval
C14-2022-0077,https://services.austintexas.gov/edims/document.cfm?idx=-6586244191284218758,Approval
C14-2025-0051,https://services.austintexas.gov/edims/document.cfm?idx=-4378614657412715195,Disapproval
C14-01-0122,https://services.austintexas.gov/edims/document.cfm?idx=-5928559352701860291,Approval
C14-06-0026.SH,https://services.austintexas.gov/edims/document.cfm?idx=279315890366058128,Approval
C14-98-0152,https://services.austintexas.gov/edims/document.cfm?idx=-9140109414136624542,Approval
C14-99-0107,https://services.austintexas.gov/edims/document.cfm?idx=-3697151944227183094,Approval
C14-04-0124,https://services.austintexas.gov/edims/document.cfm?idx=-2208507849541259407,Disapproval
C14-2009-0031,https://services.austintexas.gov/edims/document.cfm?idx=1854642784331729966,Approval
C14-2022-0161,https://services.austintexas.gov/edims/document.cfm?idx=8666711287510711563,Approval
C14-04-0149.45,https://services.austintexas.gov/edims/document.cfm?idx=-26165648548486867,Approval
C14-2022-0154,https://services.austintexas.gov/edims/document.cfm?idx=-8989218578822961004,Approval
C14-2018-0056,https://services.austintexas.gov/edims/document.cfm?idx=-6346052570674791921,Approval
C14-06-0151,https://services.austintexas.gov/edims/document.cfm?idx=-1838001980573017556,Disapproval
C14-2013-0077.SH,https://services.austintexas.gov/edims/document.cfm?idx=-1393947149376216187,Approval
C14-2008-0100,https://services.austintexas.gov/edims/document.cfm?idx=9182986696421930221,Approval
C14-91-0078,https://services.austintexas.gov/edims/document.cfm?idx=1176896959436241699,Approval
C14-2011-0080,https://services.austintexas.gov/edims/document.cfm?idx=-2476818377256886949,Disapproval
C14-93-0119,https://services.austintexas.gov/edims/document.cfm?idx=8601302524175600318,Approval
C14-06-0099,https://services.austintexas.gov/edims/document.cfm?idx=-1417021580263685520,Approval
C14-02-0140,https://services.austintexas.gov/edims/document.cfm?idx=-2478025656907582721,Disapproval
C14-2022-0042,https://services.austintexas.gov/edims/document.cfm?idx=-9044355584577759989,Approval
C14-98-0042,https://services.austintexas.gov/edims/document.cfm?idx=2338503892054858028,Approval
C14-2016-0101,https://services.austintexas.gov/edims/document.cfm?idx=5330634825098402494,Disapproval
C14-2014-0003,https://services.austintexas.gov/edims/document.cfm?idx=-8598858191507712187,Disapproval
C14-2007-0234,https://services.austintexas.gov/edims/document.cfm?idx=6890797303499078433,Approval
C14-2020-0149,https://services.austintexas.gov/edims/document.cfm?idx=7243308312693328294,Approval
C14-2012-0094,https://services.austintexas.gov/edims/document.cfm?idx=2494215999675107835,Approval
C14-2007-0126,https://services.austintexas.gov/edims/document.cfm?idx=5237992696865911842,Approval
C14-2014-0194,https://services.austintexas.gov/edims/document.cfm?idx=794776955700211524,Approval
C14-06-0103,https://services.austintexas.gov/edims/document.cfm?idx=-980214021030772239,Approval
C14-89-0032,https://services.austintexas.gov/edims/document.cfm?idx=6321678136552432806,Approval
C14-99-2070,https://services.austintexas.gov/edims/document.cfm?idx=-5479428495546235123,Approval
C14-01-0076,https://services.austintexas.gov/edims/document.cfm?idx=3440615721216535126,Approval
C14-2023-0099,https://services.austintexas.gov/edims/document.cfm?idx=-8784981002756198835,Approval
C14-00-2155,https://services.austintexas.gov/edims/document.cfm?idx=5292271628140267684,Approval
C14-2008-0139,https://services.austintexas.gov/edims/document.cfm?idx=-6660773847129255006,Approval
C14-2008-0220,https://services.austintexas.gov/edims/document.cfm?idx=-8257360886794134272,Approval
C14-2010-0058,https://services.austintexas.gov/edims/document.cfm?idx=-8190814967314959711,Approval
C14-2021-0119,https://services.austintexas.gov/edims/document.cfm?idx=-3055806704679870165,Disapproval
C14-2025-0112,https://services.austintexas.gov/edims/document.cfm?idx=2388087338617935713,Approval
C14-04-0211,https://services.austintexas.gov/edims/document.cfm?idx=-6657279453916570984,Approval
C14-2016-0079,https://services.austintexas.gov/edims/document.cfm?idx=616031813878529636,Approval
C14-2025-0080,https://services.austintexas.gov/edims/document.cfm?idx=-288540001626350161,Approval
C14-99-0128,https://services.austintexas.gov/edims/document.cfm?idx=-1320231072627418784,Approval
C14-80-065(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-8905352876366064632,Approval
C14-2019-0158,https://services.austintexas.gov/edims/document.cfm?idx=-2480121596851883572,Approval
C14-06-0067,https://services.austintexas.gov/edims/document.cfm?idx=-7926142419995154427,Approval
C14-2022-0074,https://services.austintexas.gov/edims/document.cfm?idx=-4535155997714556877,Approval
C14-05-0064,https://services.austintexas.gov/edims/document.cfm?idx=-8052462212788021471,Approval
C14-04-0065,https://services.austintexas.gov/edims/document.cfm?idx=-4928625115906839836,Approval
C14-2020-0046,https://services.austintexas.gov/edims/document.cfm?idx=-7769187243291509742,Approval
C14-2020-0123,https://services.austintexas.gov/edims/document.cfm?idx=4535481459008433795,Approval
C14-2020-0037,https://services.austintexas.gov/edims/document.cfm?idx=-8237008397991293008,Disapproval
C14-2011-0044,https://services.austintexas.gov/edims/document.cfm?idx=1910744879374437308,Approval
C14-90-0011,https://services.austintexas.gov/edims/document.cfm?idx=265463429069726633,Approval
C14-2008-0205,https://services.austintexas.gov/edims/document.cfm?idx=-6681163302917025623,Approval
C14-2024-0036,https://services.austintexas.gov/edims/document.cfm?idx=-1816059425478553589,Disapproval
C14-06-0158,https://services.austintexas.gov/edims/document.cfm?idx=7734432313547534493,Disapproval
C14-91-0085,https://services.austintexas.gov/edims/document.cfm?idx=-4745440356150435631,Approval
C14-82-091(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-6219167404987156344,Approval
C14-2022-0107,https://services.austintexas.gov/edims/document.cfm?idx=7811193528452789051,Approval
C14-2016-0036,https://services.austintexas.gov/edims/document.cfm?idx=-7438696611353640395,Approval
C14-2015-0036,https://services.austintexas.gov/edims/document.cfm?idx=4484720351473956054,Approval
C14-02-0189,https://services.austintexas.gov/edims/document.cfm?idx=-322550860498134722,Approval
C14-02-0037,https://services.austintexas.gov/edims/document.cfm?idx=2689596262286239989,Disapproval
C14-2022-0012,https://services.austintexas.gov/edims/document.cfm?idx=-5422903591712415141,Approval
C14-03-0153,https://services.austintexas.gov/edims/document.cfm?idx=116798744177190487,Approval
