"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"C12M-2013-0102","WCID #10- 5210 Fossil Rim Road","Municipal Utility District (MUD)","08/15/2013","Recommended for Approval","","N/A","","0125130224","The appplicant is proposing an annexation to a MUD.","30.32195983","-97.79725479"
"C12M-2010-0002","NORTHTOWN MUNICIPAL UTILITY DISTRICT","Municipal Utility District (MUD)","08/31/2010","Approved","","999 - SEE COMMENTS","","","The applicant is proposing a land plan amendment to the Northtown MUD.  Amendment is for change of use from single-family attached to school use.","",""
"C814-90-0003","HARRIS BRANCH P.U.D. (FILED 11-08-2001)","Planned Unit Development (PUD)","11/08/2001","Scheduled for Hearing","","999","999","","","",""
"C814-97-0001.10","Leander Rehabilitation PUD","Planned Unit Development (PUD)","12/31/2012","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is requesting a land use plan PUD amendment.","",""
"C814-99-0001.02","AVERY RANCH PUD, AMENDMENT #2","Planned Unit Development (PUD)","10/16/2002","Closed","","PUD","PUD","","","",""
"C814-96-0003.15","Pioneer Crossing PUD Amendment #15","Planned Unit Development (PUD)","02/22/2019","Closed","","PUD","PUD","","The Applicant has requested a 15th Amendment to the Pioneer Crossing PUD to address the interpretation of Part 13 of the original PUD ordinance (Ordinance No. 970410-I) concerning the dedication of pa","",""
"C14-94-0167.01","6500 River Place PDA Amendment #1","Planned Development Agreement (PDA)","12/12/2024","Notice Sent","","PDA","PDA","","The applicant is requesting a PDA Amendment.","",""
"C814-04-0061","RIBELIN RANCH","Planned Unit Development (PUD)","04/26/2004","Closed","","PUD","N/A","","","",""
"C814-96-0003.13","Pioneer Crossing PUD Land Plan Amendment No. 13","Planned Unit Development (PUD)","05/17/2017","Closed","","SF-3 - FAMILY RESIDENCE","Vacant","","The applicant is proposing an amendment for lot lines and land use reallocation.

On January 19, 2018, Amendment #13 was administratively approved by the staff. Please see Administrative Approval Me","",""
"NP-2010-0026","North Lamar Combined Neighborhood Plan","New Neighborhood Plan","12/02/2008","Closed","","","","","The North Lamar Combined Neighborhood Plan is comprised of the North Lamar and Georgian Acres Neighborhood Planning Areas.","",""
"C814-06-0175.03","East Avenue PUD, Parcel A Amendment","Planned Unit Development (PUD)","05/27/2020","Closed","","PUD-NP, planned unit development - neighborhood plan, to modify the allowable height","PUD-NP, planned unit development - neighborhood plan","0215080159","The Applicant is proposing to amend 1.13 acres of an approved Planned Unit Development, to increase the maximum allowable height of Parcel A.","30.29179450","-97.72237949"
"C12M-2017-0010","Pilot Knob Municipal Utility District No. 5","Municipal Utility District (MUD)","08/01/2017","In Review","","PUD - PLANNED UNIT DEVELOPMENT","","","The applicant is proposing an amendment to existing MUD agreement","",""
"C814-04-0187.01.SH","Goodnight Ranch PUD (Smart Housing)","Planned Unit Development (PUD)","09/15/2011","Expired","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is requesting a PUD amendment.

**Case Expired (9-10-2012 per Wendy Rhoades)** by LDC Section 25-1-88","",""
"C814-98-0001.04","Southwest Market Place Revision","Planned Unit Development (PUD)","06/23/2008","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant proposes to revise permissible building area of the existing PUD.","",""
"C814-04-0187.SH","GOODNIGHT RANCH (SMART HOUSING)","Planned Unit Development (PUD)","11/16/2004","Closed","","PUD","I-RR - INTERIM RURAL RESIDENCE","","","",""
"C814-01-0114.01","Comanche Canyon Ranch, ETJ PUD (PUD Amendment #1)","Planned Unit Development (PUD)","02/12/2009","Closed","","NA","NA","","The applicant is requesting a PUD amendment.","",""
"C814-96-0003.08","PIONEER CROSSING","Planned Unit Development (PUD)","08/06/2008","Approved","","PUD-IP & PUD-MF-2","PUD-IP & PUD-MF-2","","The applicant is proposing the Eighth Amendment to a PUD.","",""
"NPA-2019-0008.01","2717 Manor Road","Amended Neighborhood Plan","07/31/2019","Closed","","","","0212120308","Rosewood -2019 Neighborhood Plan Amendment Number 1.
On Oct. 3, 2019, the applicant added an additional lot, 2204 Curtis Ave, to the application.","30.28508271","-97.71272527"
"C814-97-0002.01","Mary Vice Estates PUD Lot 27 Amendment","Planned Unit Development (PUD)","08/13/2018","Closed","","Mixed Use","PUD-NP","","The application is proposing an increase to maximum building square footage, reduce the building setbacks and allow townhouse, condo, and duplex residential uses to the existing use.","",""
"NPA-2015-0019.02","34th & King Homes","Amended Neighborhood Plan","02/27/2015","Withdrawn","","GR-MU-CO","SF-3 - FAMILY RESIDENCE","0218031603","The applicant is proposing to amend West University Neighborhood Plan.","30.30075419","-97.74090173"
"C814-89-0006.05","Canyon Ridge Phase B","Planned Unit Development (PUD)","05/02/2014","Withdrawn","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing to amend an existing PUD allowing buildings 13,14,20,21,22,25,26 and 34 to have a three story elevation as seen from the rear of the building, rather than two stories. The b","",""
"C12M-2015-0001","North Austin Municipal Utility District No. 1","Municipal Utility District (MUD)","10/12/2015","In Review","","999 - SEE COMMENTS","","","The applicant is proposing amendments to existing MUD agreement.","",""
"C814-90-0003.16","Harris Branch PUD Landuse Plan Revision 16","Planned Unit Development (PUD)","06/24/2009","Withdrawn","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing a PUD amendment.","",""
"C814-90-0003.13","HARRIS BRANCH P.U.D (SCOTS GLEN)","Planned Unit Development (PUD)","03/07/2005","Closed","","","","","","",""
"C814-96-0003.06","PIONEER CROSSING","Planned Unit Development (PUD)","11/03/2006","Closed","","PUD","PUD","","","",""
"C814-00-2063.03","WILDHORSE RANCH PUD","Planned Unit Development (PUD)","09/26/2012","Expired","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing revisions to the Wildhorse Ranch PUD.

Case EXPIRED - was not scheduled for ZAP or City Council","",""
"C814-2012-0152","Pilot Knob Planned Unit Development","Planned Unit Development (PUD)","12/05/2012","Closed","","PUD - PLANNED UNIT DEVELOPMENT","IRR - INTERIM RURAL RESIDENCE; I-SF-4A","","The applicant is proposing  to zone approximately 2214.075 acres of land from I-RR & I-SF-4A to PUD.  
*Also known as Easton*","",""
"NPA-2008-0014.02","Expo Business Park","Amended Neighborhood Plan","07/29/2008","Closed","","","","","The applicant is requesting a Neighborhood Plan Amendment on 37 acres.","",""
"C12M-2013-0002","Senna Hills Municipal Utility District","Municipal Utility District (MUD)","01/31/2013","Withdrawn","","N/A","","0119480201","The applicant is proposing amendments to existing MUD agreement.

Withdrawn by applicant on 3/26/2013 prior to Planning Commission meeting.","30.30830806","-97.89423468"
"NPA-2017-0015.03","Jackie Robinson Residential","Amended Neighborhood Plan","07/31/2017","Scheduled for Hearing","","","","0210210245","The applicant is requesting a neighborhood plan amendment from single family to higher-density single family.","30.27701879","-97.67905653"
"C12M-2023-0157","Moore's Crossing Municipal Utility District (Amendment 5)","Municipal Utility District (MUD)","11/30/2023","Approved","","MUD","","","The applicant proposes to amend a MUD. 

NOTE:  This is the 5th Amendment to the Consent Agreement.  

This amendment was approved by Council on 4/4/24. Please see attached ordinance.","30.15763590","-97.63744241"
"C12M-2011-0004","Southeast Travis County Municipal Utility District No. 2","Municipal Utility District (MUD)","03/29/2011","Approved","","N/A","","","The applicant is proposing to create a MUD.","",""
"NPA-2008-0017.01","Lamar/Justin Lane TOD Station Area Plan","Amended Neighborhood Plan","02/01/2008","Closed","","TOD - TRANSIT ORIENTED DEVELOPMENT ZONING","999 - SEE COMMENTS","","The applicant proposes to amend the Neighborhood Plan for Crestview-Wooten (Crestview Planning Area)","",""
"NPA-2023-0014.02.SH","5901 Drowsy Willow Trail - NPA","Amended Neighborhood Plan","06/01/2023","Closed","","","","0322020144","The applicant is proposing an NPA from Single Family, Open Space to Multi family 

Related case:  C14-2023-0078.SH from PUD-NP to MF-3-NP.","30.18756793","-97.74334392"
"C814-90-0003.18","Applied Materials- Blue Goose","Planned Unit Development (PUD)","05/01/2012","Closed","","PUD","PUD","0242410302","The applicant is proposing a revision to a PUD.","30.36462643","-97.62158693"
"C814-2012-0152.04","Pilot Knob PUD - 4th Amendment","Planned Unit Development (PUD)","01/28/2022","Closed","","PUD, planned unit development, to add 50.908 acres of unzoned land to the project area","PUD, planned unit development","","The Applicant is proposing to add 50.908 acres of unzoned land to the project area of the Pilot Knob PUD.

Related case:  C7L-2022-0001","",""
"NPA-2007-0009.02","Swedish Hill Parking","Amended Neighborhood Plan","07/24/2007","Closed","","GO - NP  GENERAL OFFICE","SF-3-NP - Family Residence-Neighborhood Plan Combining district","","The applicant is requesting a Neighborhood Plan Amendment.","",""
"C814-96-0003.17","Pioneer Crossing PUD Amendment #17","Planned Unit Development (PUD)","09/02/2020","Closed","","PUD, to modify the land use plan","PUD","","The Applicant is proposing to amend the PUD, to reallocate dwelling units and impervious cover between RA parcels, revise the boundary line between RA 12 and RA 14, reallocate the proposed future r-o-","",""
"C814-95-0002.12","FOUR POINTS CENTRE P.U.D. (FILED 7-10-95)","Planned Unit Development (PUD)","06/19/2017","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing to amend a PUD to re-configure the allowable density of the Four Points Centre PUD with associated improvements.","",""
"NPA-2020-0015.04.SH","Lott Avenue","Amended Neighborhood Plan","07/30/2020","Closed","","","","0209190322","The applicant is proposing to amend a previously approved neighborhood plan.","30.27654149","-97.68350286"
"C12M-2016-0002","Northtown Consent Agreement","Municipal Utility District (MUD)","07/26/2016","Recommended for Approval","","MUD","","0264281006","The applicant proposes to amend a MUD.","30.42015963","-97.66089091"
"C12M-2017-0008","Amendment to Pilot Knob Municipal Utility District No. 1","Municipal Utility District (MUD)","08/01/2017","In Review","","PUD - PLANNED UNIT DEVELOPMENT","","","The applicant is proposing a consent amendment to the Pilot Knob MUD No. 1, to modify the conceptual plans for the major wastewater facilities of the project.","",""
"C12M-2024-0003","Hays Commons MUD","Municipal Utility District (MUD)","03/06/2024","Awaiting Update","","MUD","","0448370305","The applicant is requesting a MUD","30.13668624","-97.86576533"
"C12M-2016-0006","Moore's Crossing Consent Agreement","Municipal Utility District (MUD)","12/05/2016","Approved","","MUD","","","The applicant proposes to amend a MUD. 

NOTE:  This is the 4th Amendment to the Consent Agreement.","30.15763590","-97.63744241"
"C12M-2017-0002","Amendment to Southeast Travis County MUD No.1 Consent Agreement","Municipal Utility District (MUD)","04/13/2017","In Review","","PUD - PLANNED UNIT DEVELOPMENT","","","The applicant is proposing an amendment to Southeast Travis County Municipal Utility District No. 1.","",""
"C814-96-0003.07","PIONEER CROSSING PUD AMENDMENT","Planned Unit Development (PUD)","10/26/2007","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing the SEVENTH AMENDMENT to a PUD.","",""
"C814-06-0175","EAST AVENUE PLANNED UNIT DEVELOPMENT","Planned Unit Development (PUD)","08/16/2006","Closed","","PUD-NP","LO-MU-NP; GO-NP; CS-MU-NP","0215080159","","30.29179450","-97.72237949"
"C814-96-0003.18","Pioneer Crossing PUD Amendment #18","Planned Unit Development (PUD)","06/08/2021","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The PUD amendment proposes to reallocate residential unit counts across different tract (while maintaining the same overall unit count), changing the uses on two tracts from residential to commercial,","",""
"C12M-2010-0008","Rio De Vida Improvement District No. 1","Municipal Utility District (MUD)","12/10/2010","Expired","","na","","","The applicant is proposing to create a MUD. MUD later created by SB 768 in the 2011 TX Legislature. MUD EXPIRED 9/1/2012 per SB 768 due to lack of consent agreement.","",""
"NPA-2008-0002.01","Transit-Oriented Development Plaza Saltilo Station Area Plan-Plan Amendment","Amended Neighborhood Plan","02/01/2008","Closed","","TOD - TRANSIT ORIENTED DEVELOPMENT ZONING","999 - SEE COMMENTS","","The applicant proposes to amend the East Cesar Chavez Neigborhood Plan.","",""
"C814-06-0175.02","EAST AVENUE PLANNED UNIT DEVELOPMENT","Planned Unit Development (PUD)","10/03/2008","Partial Approval","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0215080159","The applicant proposes to amend existing PUD for  East Avenue.","30.29179450","-97.72237949"
"C814-90-0003.19","GILES LN","Planned Unit Development (PUD)","03/14/2014","Closed","","SF-2 - SINGLE FAMILY STANDARD","SF-2 - SINGLE FAMILY STANDARD","","The Applicant is proposing to amend a PUD","",""
"NPA-2019-0010.01","2700 E 5th Street","Amended Neighborhood Plan","06/18/2019","Closed","","","","0203110602","City-Initiated plan amendment application to correct an error in the future land use map (FLUM) where the land use designation was not assigned during the planning process on property located at 2700","30.25717364","-97.71239609"
"C12M-2024-0015","Sunfield MUD No. 2 Consent Agreement Application Amendment for Sunfield PUD","Municipal Utility District (MUD)","02/21/2024","Scheduled for Council Hearing","","MUD","","","The applicant is proposing to amend a consent agreement.","30.06714061","-97.78013507"
"NPA-2009-0002.01","East Cesar Chavez Vertical Mixed Use Overlay District (NPA)","Amended Neighborhood Plan","03/26/2009","Closed","","GR-MU-V-CO-NP; GR-MU-V-CO-NP; CS-MU-V-CO-NP","GR-MU-CO-NP; GR-MU-CO-NP; CS-MU-CO-NP","","The applicant is requesting a Neighborhood Plan Amendment.","",""
"C814-90-0003.14","HARRIS BRANCH P.U.D. (FILED 10-31-90)","Planned Unit Development (PUD)","06/14/2007","Approved","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is revising the PUD.","",""
