CASE_NUMBER,Meeting_Date,agenda_text_raw,valid_petition,commission_disagree,agent,watershed,is_npa,acreage,orig_zoning,target_zoning
NPA-2019-0021.02,2020-02-20T00:00:00.000,"NPA-2019-0021.02 - 6101 E. Oltorf Street -To approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6101 E. Oltorf Street (portion of) (Carson Creek Watershed) from Industry to Mixed Use land use. Staff Recommendation: Pending.  Planning Commission recommendation: Pending. Applicant/Owner: 2009 TRCB, LP, a Texas Limited partnership. Agent: Armbrust & Brown, PLLC (Ferris Clements). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",0.0,0.0,"Armbrust & Brown, PLLC (Ferris Clements)",Carson Creek Watershed,1.0,,,
NPA-2019-0021.02,2020-02-20T00:00:00.000,"NPA-2019-0021.02 - 6101 E. Oltorf Street -To approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6101 E. Oltorf Street (portion of) (Carson Creek Watershed) from Industry to Mixed Use land use. Staff Recommendation: Pending.  Planning Commission recommendation: Pending. Applicant/Owner: 2009 TRCB, LP, a Texas Limited partnership. Agent: Armbrust & Brown, PLLC (Ferris Clements). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",0.0,0.0,"Armbrust & Brown, PLLC (Ferris Clements)",Carson Creek Watershed,1.0,,,
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C14-2016-0041,2016-08-11T00:00:00.000,"C14-2016-0041 - East Sixth Street Village South - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 2416 East Sixth Street (Lady Bird Lake Watershed) from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to general commercial services-vertical mixed use building-conditional overlay-neighborhood plan (CS-V-CO-NP) combining district zoning. First Reading approved on September 22, 2016. Vote: 10-0, Council Member Troxclair was off the dais. Owner/Applicant: 2416 East Sixth Street, L.P. (David Cox). City Staff: Heather Chaffin, 512-974-2122.",0.0,0.0,,Lady Bird Lake Watershed,0.0,,,CS-V-CO-NP
C814-2012-0085.01,2014-06-26T00:00:00.000,"C814-2012-0085.01 - Estancia Hill Country PUD-First Amendment - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 12814 Interstate Highway 35 South and FM 1327 (Puryear Road) at South IH 35 Service Road Southbound (Onion Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To be reviewed on June 3, 2014. Owner/Applicant: Sevengreen One LTD; Quartersage II LTD; Reverde Three LTD; IV Capitol Pointe LTD; Stone Pointe Five LTD; Saladia VI LTD; Paol Grande Seven LTD; High Point Green VIII LTD; Golondrina Nine LTD; X Cordoniz LTD; Ciero Eleven LTD; Zaguan XII LTD; Thirteen Canard LTD; Ruissea XIV LTD; Dindon Fifteen LTD; Bois de Chene XVI LTD; Etourneau Seventeen LTD; Moineau XVIII LTD; SLF III - Onion Creek LP (The Stratford Company-Ocie Vest); Lennar Homes of Texas Land and Construction, LTD (Ryan Mattox). Agent: City of Austin-Planning and Development Review Department. City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,City of Austin-Planning and Development Review Department,Onion Creek Watershed,0.0,,PUD,PUD
C814-2012-0085.01,2014-06-26T00:00:00.000,"C814-2012-0085.01 - Estancia Hill Country PUD-First Amendment - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 12814 Interstate Highway 35 South and FM 1327 (Puryear Road) at South IH 35 Service Road Southbound (Onion Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To be reviewed on June 3, 2014. Owner/Applicant: Sevengreen One LTD; Quartersage II LTD; Reverde Three LTD; IV Capitol Pointe LTD; Stone Pointe Five LTD; Saladia VI LTD; Paol Grande Seven LTD; High Point Green VIII LTD; Golondrina Nine LTD; X Cordoniz LTD; Ciero Eleven LTD; Zaguan XII LTD; Thirteen Canard LTD; Ruissea XIV LTD; Dindon Fifteen LTD; Bois de Chene XVI LTD; Etourneau Seventeen LTD; Moineau XVIII LTD; SLF III - Onion Creek LP (The Stratford Company-Ocie Vest); Lennar Homes of Texas Land and Construction, LTD (Ryan Mattox). Agent: City of Austin-Planning and Development Review Department. City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,City of Austin-Planning and Development Review Department,Onion Creek Watershed,0.0,,PUD,PUD
C814-2012-0085.01,2014-06-26T00:00:00.000,"C814-2012-0085.01 - Estancia Hill Country PUD-First Amendment - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 12814 Interstate Highway 35 South and FM 1327 (Puryear Road) at South IH 35 Service Road Southbound (Onion Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To be reviewed on June 3, 2014. Owner/Applicant: Sevengreen One LTD; Quartersage II LTD; Reverde Three LTD; IV Capitol Pointe LTD; Stone Pointe Five LTD; Saladia VI LTD; Paol Grande Seven LTD; High Point Green VIII LTD; Golondrina Nine LTD; X Cordoniz LTD; Ciero Eleven LTD; Zaguan XII LTD; Thirteen Canard LTD; Ruissea XIV LTD; Dindon Fifteen LTD; Bois de Chene XVI LTD; Etourneau Seventeen LTD; Moineau XVIII LTD; SLF III - Onion Creek LP (The Stratford Company-Ocie Vest); Lennar Homes of Texas Land and Construction, LTD (Ryan Mattox). Agent: City of Austin-Planning and Development Review Department. City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,City of Austin-Planning and Development Review Department,Onion Creek Watershed,0.0,,PUD,PUD
C814-2012-0085.01,2014-06-26T00:00:00.000,"C814-2012-0085.01 - Estancia Hill Country PUD-First Amendment - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 12814 Interstate Highway 35 South and FM 1327 (Puryear Road) at South IH 35 Service Road Southbound (Onion Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To be reviewed on June 3, 2014. Owner/Applicant: Sevengreen One LTD; Quartersage II LTD; Reverde Three LTD; IV Capitol Pointe LTD; Stone Pointe Five LTD; Saladia VI LTD; Paol Grande Seven LTD; High Point Green VIII LTD; Golondrina Nine LTD; X Cordoniz LTD; Ciero Eleven LTD; Zaguan XII LTD; Thirteen Canard LTD; Ruissea XIV LTD; Dindon Fifteen LTD; Bois de Chene XVI LTD; Etourneau Seventeen LTD; Moineau XVIII LTD; SLF III - Onion Creek LP (The Stratford Company-Ocie Vest); Lennar Homes of Texas Land and Construction, LTD (Ryan Mattox). Agent: City of Austin-Planning and Development Review Department. City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,City of Austin-Planning and Development Review Department,Onion Creek Watershed,0.0,,PUD,PUD
